id,title,artist,spotify_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,date,decade,weeks_at_1,consecutive
BRING_YOUR_DAUGHTER...TO_THE_SLAUGHTER__IRON_MAIDEN,BRING YOUR DAUGHTER...TO THE SLAUGHTER,IRON MAIDEN,7MOUrVhjLiJ1YDmVYHrjaO,0.283,0.897,9,-6.087,0.0663,0.0434,0,0.276,0.535,146.509,285173,4,05/01/91,1990,2,TRUE
SADENESS_PART_1__ENIGMA,SADNESS,ENIGMA,1gMoBdsRMfzktHhrRXmjj0,0.607,0.298,7,-21.792,0.0373,0.139,0.0523,0.0647,0.552,95.493,254041,4,19/01/91,1990,1,TRUE
INNUENDO__QUEEN,INNUENDO,QUEEN,5n6RDaGFSN88oRWuGtYAIN,0.426,0.687,11,-6.926,0.0329,0.409,0,0.112,0.184,84.141,277827,4,26/01/91,1990,1,TRUE
3_AM_ETERNAL__KLF_FEATURING_THE_CHILDREN_OF_THE_REVOLUTION,3 AM ETERNAL,KLF,4EO7E6OTT3FvYt8ORWLuSH,0.626,0.876,10,-11.31,0.0565,0.000978,0.0868,0.963,0.714,119.4,203246,4,02/02/91,1990,2,TRUE
DO_THE_BARTMAN__SIMPSONS,DO THE BARTMAN,SIMPSONS,3QqcE0U4RE3MQbmJfD1tsO,0.895,0.535,1,-11.131,0.171,0.0813,0,0.25,0.725,103.733,310707,4,16/02/91,1990,3,TRUE
SHOULD_I_STAY_OR_SHOULD_I_GO__CLASH,SHOULD I STAY OR SHOULD I GO,CLASH,39shmbIHICJ2Wxnk1fPSdz,0.742,0.833,2,-6.463,0.115,0.079,0,0.384,0.822,113.375,188987,4,09/03/91,1990,2,TRUE
THE_STONK__HALE_&_PACE_&_THE_STONKERS,THE STONK,HALE & PACE & THE STONKERS,72T5J6qLwRXrRTMLBCD0lq,0.561,0.838,5,-10.024,0.0394,0.0531,0.00808,0.359,0.898,154.079,217496,4,23/03/91,1990,1,TRUE
THE_ONE_AND_ONLY__CHESNEY_HAWKES,THE ONE AND ONLY,CHESNEY HAWKES,69Tyiih00ZZKboHFnXp0VF,0.681,0.697,4,-11.063,0.0327,0.357,0,0.388,0.76,119.956,223667,4,30/03/91,1990,5,TRUE
THE_SHOOP_SHOOP_SONG_(IT'S_IN_HIS_KISS)__CHER,THE SHOOP SHOOP SONG (IT'S IN HIS KISS),CHER,24hkkk7UZRHG84Jdawn4gw,0.674,0.611,0,-10.515,0.03,0.417,0,0.405,0.914,117.073,169973,4,05/04/91,1990,5,TRUE
ANY_DREAM_WILL_DO__JASON_DONOVAN,ANY DREAM WILL DO,JASON DONOVAN,4T97iX6HAEXgNwy8yDKkyz,0.804,0.475,0,-11.148,0.0359,0.252,0.0151,0.112,0.732,125.768,234440,4,29/06/91,1990,2,TRUE
(EVERYTHING_I_DO)_I_DO_IT_FOR_YOU__BRYAN_ADAMS,(EVERYTHING I DO) I DO IT FOR YOU,BRYAN ADAMS,76qB2ZEZlEJAMqMqUjKusp,0.52,0.363,1,-12.655,0.0286,0.0752,0.0000113,0.0609,0.258,131.224,393640,4,13/07/91,1990,16,TRUE
I_WANNA_SEX_YOU_UP__COLOR_ME_BADD,I WANNA SEX YOU UP,COLOR ME BADD,3lsse1FoSHnNXc6y0jHxvd,0.563,0.55,2,-8.27,0.0976,0.0259,0.0000145,0.0775,0.452,201.351,218960,4,06/08/91,1990,3,TRUE
THE_FLY__U2,THE FLY,U2,2EtPb0zzvhRj3Mq1qicOpo,0.524,0.923,11,-8.866,0.0569,0.0000455,0.0273,0.194,0.4,108.295,269053,4,02/11/91,1990,1,TRUE
DIZZY__VIC_REEVES_&_THE_WONDER_STUFF,DIZZY,VIC REEVES & THE WONDER STUFF,0uIXAPqnLDWSFGLu5DPQ1s,0.606,0.712,0,-14.803,0.0333,0.00463,0.965,0.0989,0.822,113.785,206524,4,09/11/91,1990,2,TRUE
BLACK_OR_WHITE__MICHAEL_JACKSON,BLACK OR WHITE,MICHAEL JACKSON,2Cy7QY8HPLk925AyNAt6OG,0.741,0.894,4,-3.826,0.0495,0.0824,0.0527,0.089,0.96,114.869,202853,4,23/11/91,1990,2,TRUE
DON'T_LET_THE_SUN_GO_DOWN_ON_ME__GEORGE_MICHAEL_&_ELTON_JOHN,DON'T LET THE SUN GO DOWN ON ME,GEORGE MICHAEL & ELTON JOHN,0q90594hk25yo0xZmBTqCd,0.432,0.551,0,-8.096,0.0289,0.501,0.00000177,0.472,0.27,136.465,346960,4,07/12/91,1990,2,TRUE
BOHEMIAN_RHAPSODY/THESE_ARE_THE_DAYS_OF_OUR_LIVES__QUEEN,BOHEMIAN RHAPSODY/THESE ARE THE DAYS OF OUR LIVES,QUEEN,4GlNd8ZrMv5bAnssPLydxP,0.501,0.447,0,-10.744,0.0292,0.386,0.153,0.36,0.388,108.713,279211,4,21/12/91,1990,5,TRUE
GOODNIGHT_GIRL__WET_WET_WET,GOODNIGHT GIRL,WET WET WET,2TYcO8ZBV8oYGGjwRT9oBH,0.249,0.187,9,-15.849,0.0311,0.73,0,0.37,0.402,179.495,221707,4,25/01/92,1990,4,TRUE
STAY__SHAKESPEAR'S_SISTER,STAY,SHAKESPEAR'S SISTER,7eodVSlrz46nP2LbfldXuO,0.299,0.373,8,-9.807,0.0256,0.696,0.855,0.129,0.0784,98.37,225659,4,22/02/92,1990,8,TRUE
DEEPLY_DIPPY__RIGHT_SAID_FRED,DEEPLY DIPPY,RIGHT SAID FRED,5eEN39Y1JePQHkLEzOJePx,0.801,0.24,10,-12.516,0.0434,0.452,0.00436,0.14,0.466,128.051,201400,4,18/04/92,1990,3,TRUE
PLEASE_DON'T_GO/GAME_BOY__KWS,PLEASE DON'T GO,KWS,0w7XcNz84saf5p1nigc22t,0.723,0.966,3,-6.743,0.0382,0.0233,0.0127,0.158,0.525,120.272,225920,4,09/05/92,1990,5,TRUE
ABBA-ESQUE_EP__ERASURE,LAY ALL YOUR LOVE ON ME,ERASURE,0wZDKuPk2soKck4azwXzpK,0.582,0.887,7,-5.398,0.0344,0.00181,0.00213,0.0699,0.539,131.978,286000,4,13/06/92,1990,5,TRUE
AIN'T_NO_DOUBT__JIMMY_NAIL,AIN'T NO DOUBT,JIMMY NAIL,5qbrpQ5ac44s48PU1ouUVC,0.684,0.921,11,-6.039,0.0414,0.0377,0.000358,0.055,0.766,101.991,247800,4,18/07/92,1990,3,TRUE
RHYTHM_IS_A_DANCER__SNAP,RHYTHM IS A DANCER,SNAP,5iEDwEp82uLN3X6llJdqen,0.794,0.756,9,-11.331,0.0343,0.251,0.000611,0.122,0.773,124.25,225867,4,08/08/92,1990,6,TRUE
EBENEEZER_GOODE__SHAMEN,EBENEEZER GOODE,SHAMEN,3iGUZpRS1UGX39XBdNvSmU,0.606,0.963,1,-9.765,0.055,0.00325,0.00457,0.187,0.504,126.026,234787,4,19/09/92,1990,4,TRUE
SLEEPING_SATELLITE__TASMIN_ARCHER,SLEEPING SATELLITE,TASMIN ARCHER,3WSyYBhLZRLbQo2tJgFvSR,0.598,0.8,5,-10.574,0.0269,0.101,0.000143,0.263,0.774,96.069,258933,4,17/10/92,1990,2,TRUE
END_OF_THE_ROAD__BOYZ_II_MEN,END OF THE ROAD,BOYZ II MEN,3ZxhEGcEmCuwyBzwqCa7oW,0.561,0.579,5,-6.022,0.0243,0.0343,0,0.0673,0.541,74.822,349135,3,31/10/92,1990,3,TRUE
WOULD_I_LIE_TO_YOU__CHARLES_&_EDDIE,WOULD I LIE TO YOU,CHARLES & EDDIE,62R1MRux3R0v2cngA2xdJn,0.738,0.647,11,-7.076,0.0368,0.389,0,0.201,0.713,101.098,204387,4,21/11/92,1990,2,TRUE
I_WILL_ALWAYS_LOVE_YOU__WHITNEY_HOUSTON,I WILL ALWAYS LOVE YOU,WHITNEY HOUSTON,4eHbdreAnSOrDDsFfc4Fpm,0.306,0.214,4,-12.518,0.0356,0.844,0.0000053,0.0839,0.108,66.98,271093,4,05/12/92,1990,10,TRUE
NO_LIMIT__2_UNLIMITED,NO LIMIT,2 UNLIMITED,7pSJmBTlbA4S5zSLsj6Pzz,0.652,0.999,3,-6.659,0.0522,0.0109,0.000646,0.0533,0.648,141.056,223694,4,13/02/93,1990,5,TRUE
OH_CAROLINA__SHAGGY,OH CAROLINA,SHAGGY,6uufzRkA8oCsvnz2QSoJ4J,0.816,0.913,5,-5.042,0.0997,0.469,0,0.331,0.924,124.578,194213,4,20/03/93,1990,2,TRUE
YOUNG_AT_HEART__BLUEBELLS,YOUNG AT HEART,BLUEBELLS,2Fvxd2pKVwCLRzedN4vak6,0.68,0.711,2,-10.367,0.0307,0.041,0.0176,0.313,0.897,114.86,322653,4,03/04/93,1990,4,TRUE
FIVE_LIVE_EP__GEORGE_MICHAEL_&_QUEEN_WITH_LISA_STANSFIELD,SOMEBODY TO LOVE,GEORGE MICHAEL QUEEN,1kn8Jj0i9IwyO3yDgDyUSR,0.333,0.863,7,-6.918,0.0515,0.0518,0,0.972,0.366,110.162,318867,1,01/05/93,1990,3,TRUE
ALL_THAT_SHE_WANTS__ACE_OF_BASE,ALL THAT SHE WANTS,ACE OF BASE,6kWJvPfC4DgUpRsXKNa9z9,0.798,0.625,11,-9.689,0.0548,0.00547,0.0000798,0.103,0.851,93.764,211213,4,22/05/93,1990,3,TRUE
(I_CAN'T_HELP)_FALLING_IN_LOVE_WITH_YOU__UB40,(I CAN'T HELP) FALLING IN LOVE WITH YOU,UB40,7ojJ4XvqBhBcteM0zjMebT,0.642,0.722,2,-13.031,0.0375,0.0444,0.00388,0.122,0.843,172.406,207440,4,12/06/93,1990,2,TRUE
DREAMS__GABRIELLE,DREAMS,GABRIELLE,4rV3AYCf4BBBCkIpyLPwUP,0.749,0.461,9,-13.652,0.0362,0.169,0,0.0681,0.562,98.783,223533,4,26/06/93,1990,3,TRUE
PRAY__TAKE_THAT,PRAY,TAKE THAT,6Ln76fIfkdmL6UHbuYR756,0.552,0.832,7,-11.681,0.0587,0.0323,0.00000166,0.355,0.453,103.544,223893,4,17/07/93,1990,4,TRUE
LIVING_ON_MY_OWN__FREDDIE_MERCURY,LIVING ON MY OWN,FREDDIE MERCURY,4FNT8FWdyUHykWXy7KSMa4,0.681,0.865,7,-7.717,0.0461,0.00553,0.00749,0.423,0.521,123.72,217200,4,14/08/93,1990,2,TRUE
MR_VAIN__CULTURE_BEAT,MR VAIN,CULTURE BEAT,3N3t4yMGy1PCF7ZbizvZbK,0.703,0.997,9,-7.666,0.0399,0.0726,0.0235,0.123,0.392,132.872,257467,4,28/08/93,1990,4,TRUE
BOOM!_SHAKE_THE_ROOM__JAZZY_JEFF_&_THE_FRESH_PRINCE,BOOM! SHAKE THE ROOM,JAZZY JEFF & THE FRESH PRINCE,6l2haiCg21JT5KS1j0gUoH,0.698,0.969,10,-3.667,0.249,0.115,0,0.313,0.747,100.177,228653,4,25/09/93,1990,2,TRUE
RELIGHT_MY_FIRE__TAKE_THAT_FEATURING_LULU,RELIGHT MY FIRE,TAKE THAT FEATURING LULU,4xXsBQIE0TUNuJz3Sw3jnc,0.732,0.737,9,-10.893,0.0304,0.0427,0,0.0871,0.926,121.947,230661,4,09/10/93,1990,2,TRUE
I'D_DO_ANYTHING_FOR_LOVE_(BUT_I_WON'T_DO_THAT)__MEAT_LOAF,I'D DO ANYTHING FOR LOVE (BUT I WON'T DO THAT),MEAT LOAF,6fqLce5TNAmNgbFwXD2DdG,0.265,0.553,0,-10.198,0.0702,0.727,0,0.983,0.245,76.114,329400,4,23/10/93,1990,7,TRUE
MR_BLOBBY__MR_BLOBBY,MR BLOBBY,MR BLOBBY,2EEnwoag2F9ZbdMD2sM1wG,0.648,0.711,0,-12.155,0.179,0.182,0,0.143,0.652,135.983,213053,4,11/12/93,1990,3,FALSE
BABE__TAKE_THAT,BABE,TAKE THAT,4X1RZn86wq9RbeKX4q5X6s,0.447,0.382,4,-12.243,0.0299,0.12,0,0.0981,0.147,145.923,291507,4,18/12/93,1990,1,TRUE
TWIST_&_SHOUT__CHAKA_DEMUS_&_PLIERS_FEATURING_JACK_RADICS_&_TAXI_GANG,TWIST & SHOUT,CHAKA DEMUS PLIERS JACK RADICS TAXI GANG,2XCI7vQB1pnGR3nuPtoejf,0.802,0.82,2,-9.196,0.0334,0.224,0,0.298,0.977,128.954,236101,4,08/01/94,1990,2,TRUE
THINGS_CAN_ONLY_GET_BETTER__D:REAM,THINGS CAN ONLY GET BETTER,D:REAM,7wgLiQygsfJffydWa5GmCe,0.604,0.57,8,-12.3,0.0384,0.418,0.552,0.067,0.0558,119.974,270000,4,22/01/94,1990,4,TRUE
WITHOUT_YOU__MARIAH_CAREY,WITHOUT YOU,MARIAH CAREY,1kMOJBmpfWD9fir6st9uqS,0.576,0.526,6,-8.524,0.0325,0.323,0.00000201,0.0548,0.142,122.06,213667,4,19/02/94,1990,4,TRUE
DOOP__DOOP,DOOP,DOOP,1MCh9c35k0NAxE81oCrHU1,0.727,0.55,9,-7.396,0.0487,0.0572,0.0000369,0.227,0.864,141.577,236867,4,19/03/94,1990,3,TRUE
EVERYTHING_CHANGES__TAKE_THAT,EVERYTHING CHANGES,TAKE THAT,1EflNuGtIko1YjBAmbZAQr,0.653,0.943,9,-7.315,0.0515,0.0379,0,0.0989,0.926,122.586,251760,4,09/04/94,1990,2,TRUE
THE_MOST_BEAUTIFUL_GIRL_IN_THE_WORLD__PRINCE,THE MOST BEAUTIFUL GIRL IN THE WORLD,PRINCE,6N42RZ3Ez2vtnZowGoTIZV,0.748,0.147,6,-20.606,0.123,0.57,0.507,0.0871,0.964,93.022,140480,4,23/04/94,1990,2,TRUE
THE_REAL_THING__TONY_DI_BART,THE REAL THING,TONY DI BART,6xClzB1B9onAbMImcFo9sO,0.714,0.643,7,-13.303,0.0397,0.0404,0.182,0.09,0.579,128.84,215213,4,07/05/94,1990,1,TRUE
INSIDE__STILTSKIN,INSIDE,STILTSKIN,6nFhZeMt87rggk2uicHSZd,0.331,0.806,8,-7.414,0.0397,0.0000837,0.00292,0.959,0.262,79.884,357067,4,14/05/94,1990,1,TRUE
COME_ON_YOU_REDS__MANCHESTER_UNITED_FOOTBALL_CLUB,COME ON YOU REDS,MANCHESTER UNITED FOOTBALL CLUB,73FT7FAMhz5QEso658Etii,0.518,0.863,11,-10.098,0.0343,0.0276,0,0.944,0.684,133.844,208253,4,21/05/94,1990,1,TRUE
LOVE_IS_ALL_AROUND__WET_WET_WET,LOVE IS ALL AROUND,WET WET WET,1zdGSzFBBjrFBKftLesPeH,0.438,0.673,10,-7.7,0.0314,0.255,0,0.208,0.584,169.851,237958,4,04/06/94,1990,15,TRUE
SATURDAY_NIGHT__WHIGFIELD,SATURDAY NIGHT,WHIGFIELD,59VRFpPnC8pOhIH2WCWXF9,0.728,0.784,11,-11.776,0.0379,0.0449,0.0918,0.0964,0.964,129.981,247406,4,17/09/94,1990,4,TRUE
SURE__TAKE_THAT,SURE,TAKE THAT,5W45OBErDVYmZXhzas9GbR,0.69,0.842,4,-7.248,0.0611,0.274,0,0.0767,0.825,91.151,221133,4,15/10/94,1990,2,TRUE
BABY_COME_BACK__PATO_BANTON,BABY COME BACK,PATO BANTON,1MkcvwNhKiE5vyrw73xZtY,0.854,0.797,7,-6.004,0.0331,0.0000293,0.00801,0.0847,0.818,124.879,232850,4,29/10/94,1990,4,TRUE
LET_ME_BE_YOUR_FANTASY__BABY_D,LET ME BE YOUR FANTASY,BABY D,2F6CULPyUPmhVJ2H50LQy8,0.614,0.876,11,-3.762,0.0474,0.03,0.0326,0.222,0.204,127.955,245807,4,26/11/94,1990,2,TRUE
STAY_ANOTHER_DAY__EAST_17,STAY ANOTHER DAY,EAST 17,0QIgxEydF4mfYc9qraBzqT,0.515,0.452,2,-9.197,0.0275,0.6,0.00073,0.171,0.446,127.801,267480,4,10/12/94,1990,5,TRUE
COTTON_EYE_JOE__REDNEX,COTTON EYE JOE,REDNEX,0Jg602cHeMCnPez9baacIe,0.738,0.937,9,-7.788,0.0668,0.0124,0.00206,0.0338,0.623,131.994,193827,4,14/01/95,1990,3,TRUE
THINK_TWICE__CELINE_DION,THINK TWICE,CELINE DION,5T0VoskNbpJIqm2RSPU2Xt,0.547,0.397,2,-10.463,0.0271,0.387,0,0.14,0.27,134.346,288000,4,04/02/95,1990,7,TRUE
"LOVE_CAN_BUILD_A_BRIDGE__CHER,_CHRISSIE_HYNDE,_NENEH_CHERRY_WITH_ERIC_CLAPTON",LOVE CAN BUILD A BRIDGE,"CHER, CHRISSIE HYNDE, NENEH CHERRY WITH ERIC CLAPTON",2NLH44eooy7b0MzhviPZPp,0.557,0.36,11,-10.512,0.026,0.151,0.794,0.0862,0.112,134.308,253413,4,25/03/95,1990,1,TRUE
DON'T_STOP_(WIGGLE_WIGGLE)__OUTHERE_BROTHERS,DON'T STOP (WIGGLE WIGGLE),OUTHERE BROTHERS,59iinItceTkO05vu2Yf6kX,0.855,0.984,7,-9.707,0.081,0.000663,0.533,0.286,0.895,129.954,197573,4,01/04/95,1990,1,TRUE
BACK_FOR_GOOD__TAKE_THAT,BACK FOR GOOD,TAKE THAT,24fQpRwKFkC3Fe8QtvvrNw,0.6,0.504,5,-9.761,0.0292,0.308,0,0.137,0.57,78.961,242267,4,08/04/95,1990,4,TRUE
SOME_MIGHT_SAY__OASIS,SOME MIGHT SAY,OASIS,6FBpIPlWYCQyXiJsmIDTOV,0.242,0.954,0,-2.297,0.0835,0.0391,0.107,0.13,0.158,110.057,328533,4,06/05/95,1990,1,TRUE
DREAMER__LIVIN'_JOY,DREAMER,LIVIN' JOY,2tDB6zJW8QpjluG47UW6cC,0.735,0.851,5,-6.664,0.0379,0.0268,0,0.107,0.91,127.384,225733,4,13/05/95,1990,1,TRUE
UNCHAINED_MELODY/(THERE'LL_BE_BLUEBIRDS_OVER)_WHITE_CLIFFS_OF_DOVER__ROBSON_GREEN_&_JEROME_FLYNN,UNCHAINED MELODY,ROBSON JEROME,2K5jusr34NfC6XA2ViXD8R,0.584,0.51,8,-9.83,0.0257,0.394,0.00727,0.097,0.292,108.091,199133,3,20/05/95,1990,7,TRUE
BOOM_BOOM_BOOM__OUTHERE_BROTHERS,BOOM BOOM BOOM,OUTHERE BROTHERS,2hprnT01P8klIrW9LoYVvn,0.714,0.871,7,-9.873,0.23,0.0563,0.0000176,0.326,0.698,129.809,193173,4,08/07/95,1990,4,TRUE
NEVER_FORGET__TAKE_THAT,NEVER FORGET,TAKE THAT,1WK7eLVsD0zH4UWm9ob3z6,0.628,0.717,9,-9.055,0.0416,0.393,0.00000167,0.049,0.591,91.207,384907,4,05/08/95,1990,3,TRUE
COUNTRY_HOUSE__BLUR,COUNTRY HOUSE,BLUR,4vnYwFOZCVl0bmerWyuzRw,0.341,0.894,9,-6.66,0.0765,0.147,0,0.0741,0.649,174.982,237733,4,26/08/95,1990,2,TRUE
YOU_ARE_NOT_ALONE__MICHAEL_JACKSON,YOU ARE NOT ALONE,MICHAEL JACKSON,1iKdB72ocLQJ975PQtscKf,0.607,0.822,4,-10.02,0.0555,0.596,0.0027,0.169,0.677,103.803,180333,4,09/09/95,1990,2,TRUE
BOOMBASTIC__SHAGGY,BOOMBASTIC,SHAGGY,0ec2YqaLnasKAES0iWMmhy,0.852,0.604,0,-4.569,0.0642,0.0503,0,0.327,0.668,94.762,227547,4,23/09/95,1990,1,TRUE
FAIRGROUND__SIMPLY_RED,FAIRGROUND,SIMPLY RED,1cPcbT9kuGAMCAwI9W8vAL,0.722,0.784,6,-6.56,0.0619,0.207,0.00701,0.0683,0.711,122.86,266693,4,30/09/95,1990,4,TRUE
GANGSTA'S_PARADISE__COOLIO_FEATURING_LV,GANGSTA'S PARADISE,COOLIO LV,3u9fHuAtjMY1RW2mZfO4Cf,0.641,0.63,8,-6.393,0.0521,0.0372,0,0.4,0.417,79.955,241933,4,28/10/95,1990,2,TRUE
I_BELIEVE/UP_ON_THE_ROOF__ROBSON_GREEN_&_JEROME_FLYNN,I BELIEVE,ROBSON JEROME,6fN03W77ahLl8N7LssQNZ7,0.335,0.438,1,-10.982,0.0303,0.31,0,0.0582,0.19,108.152,127173,3,11/11/95,1990,4,TRUE
EARTH_SONG__MICHAEL_JACKSON,EARTH SONG,MICHAEL JACKSON,4GCGH6TJ69neckwITeBFXK,0.5,0.44,3,-7.521,0.0319,0.482,0.000112,0.087,0.144,138.374,406040,4,09/12/95,1990,6,TRUE
JESUS_TO_A_CHILD__GEORGE_MICHAEL,JESUS TO A CHILD,GEORGE MICHAEL,2SzCxX6M6vDwdEwnHDiTaY,0.534,0.415,1,-11.781,0.0278,0.314,0.000365,0.0847,0.185,173.561,411147,4,20/01/96,1990,1,TRUE
SPACEMAN__BABYLON_ZOO,SPACEMAN,BABYLON ZOO,79BTOOl7Wb6swu7zlh6ddL,0.46,0.873,0,-7.96,0.0602,0.0161,0.0000427,0.255,0.476,146.247,242493,4,27/01/96,1990,5,TRUE
DON'T_LOOK_BACK_IN_ANGER__OASIS,DON'T LOOK BACK IN ANGER,OASIS,3ixTiPABjqkBKPocxq6oIe,0.346,0.916,0,-3.588,0.0703,0.0331,0.00000382,0.117,0.259,164.005,287827,4,02/03/96,1990,1,TRUE
HOW_DEEP_IS_YOUR_LOVE__TAKE_THAT,HOW DEEP IS YOUR LOVE,TAKE THAT,0pO9wem4wi61QD2PWFpIJQ,0.785,0.451,4,-11.731,0.0257,0.696,0.00052,0.176,0.419,99.997,220813,4,09/03/96,1990,3,TRUE
FIRESTARTER__PRODIGY,FIRESTARTER,PRODIGY,0QwzCPyTv6UnzjAhZZ0CkB,0.532,0.948,11,-5.153,0.0818,0.00325,0.449,0.14,0.371,141.513,279800,4,30/03/96,1990,3,TRUE
RETURN_OF_THE_MACK__MARK_MORRISON,RETURN OF THE MACK,MARK MORRISON,3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,2,-5.379,0.108,0.00631,0,0.164,0.607,95.487,213093,4,20/04/96,1990,2,TRUE
FASTLOVE__GEORGE_MICHAEL,FASTLOVE,GEORGE MICHAEL,6SaeXxdt0Id6ZzmX0ZGTQK,0.735,0.64,10,-7.522,0.072,0.052,0.00102,0.345,0.545,104.444,324667,4,04/05/96,1990,3,TRUE
OOH_AAH..._JUST_A_LITTLE_BIT__GINA_G,OOH AAH... JUST A LITTLE BIT,GINA G,3WEdk4BoEaQCSpqEA3JKXM,0.573,0.996,6,-8.39,0.0377,0.03,0.00886,0.0453,0.947,140.04,211931,4,25/05/96,1990,1,TRUE
THREE_LIONS_(THE_OFFICIAL_SONG_OF_THE_ENGLAND_FOOTBALL_TEAM)__BADDIEL_&_SKINNER_&_LIGHTNING_SEEDS,THREE LIONS (THE OFFICIAL SONG OF THE ENGLAND FOOTBALL TEAM),BADDIEL & SKINNER & LIGHTNING SEEDS,1MSJnFhYKgCykeBrSOy4vv,0.624,0.54,3,-16.368,0.0317,0.0426,0.705,0.385,0.569,124.129,234653,4,01/06/96,1990,2,FALSE
KILLING_ME_SOFTLY__FUGEES,KILLING ME SOFTLY,FUGEES,1MAqR81Tz28IIqMJ2KUDAO,0.765,0.29,4,-17.117,0.139,0.0279,0.00000102,0.571,0.506,92.409,298773,4,08/06/96,1990,5,FALSE
FOREVER_LOVE__GARY_BARLOW,FOREVER LOVE,GARY BARLOW,5f7Fxt92gU2yl0NLIotiQZ,0.584,0.137,7,-16.267,0.0266,0.868,0.00283,0.133,0.138,90.015,290960,4,20/07/96,1990,1,TRUE
WANNABE__SPICE_GIRLS,WANNABE,SPICE GIRLS,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,0.0324,0.101,0,0.162,0.876,110.008,173027,4,27/07/96,1990,7,TRUE
FLAVA__PETER_ANDRE,FLAVA,PETER ANDRE,1TgLnCXoR5SoDWuua0iDuy,0.655,0.834,11,-8.337,0.0547,0.00763,0.0000979,0.16,0.658,103.617,232546,4,14/09/96,1990,1,TRUE
READY_OR_NOT__FUGEES,READY OR NOT,FUGEES,2lreTZOpRb9OZjsC1XEWMx,0.719,0.78,0,-4.498,0.206,0.13,0,0.16,0.737,97.998,225293,4,21/09/96,1990,2,TRUE
BREAKFAST_AT_TIFFANY'S__DEEP_BLUE_SOMETHING,BREAKFAST AT TIFFANY'S,DEEP BLUE SOMETHING,3GpdNg7Krt9vjc6tgDoKe1,0.624,0.826,2,-5.534,0.0287,0.113,0,0.0938,0.533,110.372,257187,4,05/10/96,1990,1,TRUE
SETTING_SUN__CHEMICAL_BROTHERS,SETTING SUN,CHEMICAL BROTHERS,5JBGbFdBtLcCCygw8rtjli,0.446,0.995,6,-1.169,0.223,0.000738,0.13,0.354,0.235,135.041,328733,4,12/10/96,1990,1,TRUE
WORDS__BOYZONE,WORDS,BOYZONE,2zRTnkLPiXFs9HlSuWoTym,0.47,0.464,2,-8.881,0.0266,0.184,0,0.0935,0.179,163.777,243253,4,19/10/96,1990,1,TRUE
SAY_YOU'LL_BE_THERE__SPICE_GIRLS,SAY YOU'LL BE THERE,SPICE GIRLS,1yTQ39my3MoNROlFw3RDNy,0.726,0.679,1,-6.219,0.0473,0.0149,0.00000149,0.0837,0.76,107.02,235973,4,26/10/96,1990,2,TRUE
WHAT_BECOMES_OF_THE_BROKENHEARTED/SATURDAY_NIGHT_AT_THE_MOVIES/YOU'LL_NEVER_WALK_ALONE__ROBSON_GREEN_&_JEROME_FLYNN,WHAT BECOMES OF THE BROKENHEARTED,ROBSON JEROME,0Q10GHz9ihLMcFO3Lo0umq,0.682,0.497,8,-9.708,0.0259,0.561,0.00000254,0.131,0.703,99.939,199000,4,09/11/96,1990,2,TRUE
BREATHE__PRODIGY,BREATHE,PRODIGY,5FCyoZGaN6nRod1oNDJIWZ,0.682,0.819,9,-6.116,0.0501,0.00994,0.881,0.0389,0.326,130.032,334800,4,23/11/96,1990,2,TRUE
I_FEEL_YOU__PETER_ANDRE,I FEEL YOU,PETER ANDRE,0v69rTFGYMoo2O7uPdUHZr,0.579,0.455,1,-6.363,0.0301,0.287,0,0.0742,0.415,139.861,304160,4,07/12/96,1990,1,TRUE
A_DIFFERENT_BEAT__BOYZONE,A DIFFERENT BEAT,BOYZONE,0D8UD0MW0XyzI1kwXP5bE8,0.763,0.915,0,-6.104,0.0432,0.0963,0.00000117,0.373,0.858,116.65,206040,4,14/12/96,1990,1,TRUE
2_BECOME_1__SPICE_GIRLS,2 BECOME 1,SPICE GIRLS,36AWdhZIGLUTkWpJDhe7va,0.646,0.665,6,-7.878,0.0268,0.326,0.0000197,0.238,0.698,143.966,241027,4,28/12/96,1990,3,TRUE
PROFESSIONAL_WIDOW_(IT'S_GOT_TO_BE_BIG)__TORI_AMOS,PROFESSIONAL WIDOW (IT'S GOT TO BE BIG),TORI AMOS,50uukbgsgNODPCeSgN6OWi,0.75,0.853,7,-13.175,0.0493,0.000197,0.905,0.28,0.599,128.051,232841,4,18/01/97,1990,1,TRUE
YOUR_WOMAN__WHITE_TOWN,YOUR WOMAN,WHITE TOWN,4ACxa9buEUnOdYEoPcnMpi,0.815,0.605,5,-9.118,0.0368,0.033,0.684,0.114,0.802,102.643,259893,4,25/01/97,1990,1,TRUE
BEETLEBUM__BLUR,BEETLEBUM,BLUR,0cXm3QqepHVzXKdm73sqkl,0.496,0.613,0,-7.453,0.0269,0.0404,0.00015,0.284,0.74,89.858,305600,4,01/02/97,1990,1,TRUE
AIN'T_NOBODY__LL_COOL_J,AIN'T NOBODY,LL COOL J,6TAWPydqd09uAF0is1mSnC,0.776,0.746,1,-6.522,0.212,0.0809,0.00000243,0.296,0.496,99.939,277440,4,08/02/97,1990,1,TRUE
