id,title,artist,spotify_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,date,decade,weeks_at_1,consecutive
SAILING__ROD_STEWART,SAILING,ROD STEWART,6OuRbvP4PgbuzBIapVzmFJ,0.43,0.374,11,-9.949,0.0292,0.372,0.379,0.316,0.189,128.56,277960,4,06/09/75,1970,4,TRUE
HOLD_ME_CLOSE__DAVID_ESSEX,HOLD ME CLOSE,DAVID ESSEX,2aa37jRL4DRFvDs8og3uun,0.598,0.525,11,-9.815,0.215,0.732,0,0.306,0.789,128.244,232533,4,04/10/75,1970,3,TRUE
I_ONLY_HAVE_EYES_FOR_YOU__ART_GARFUNKEL,I ONLY HAVE EYES FOR YOU,ART GARFUNKEL,6pXRQ9rtsvt14hUnAd1uSk,0.264,0.179,2,-17.633,0.0346,0.634,0.0000189,0.102,0.0675,119.882,218307,4,25/10/75,1970,2,TRUE
SPACE_ODDITY__DAVID_BOWIE,SPACE ODDITY,DAVID BOWIE,72Z17vmmeQKAg8bptWvpVG,0.299,0.443,0,-12.621,0.0346,0.0748,0.000138,0.177,0.429,139.539,318813,4,08/11/75,1970,2,TRUE
BOHEMIAN_RHAPSODY__QUEEN,BOHEMIAN RHAPSODY,QUEEN,1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0.0499,0.271,0,0.3,0.232,71.105,354320,4,29/11/75,1970,9,TRUE
MAMMA_MIA__ABBA,MAMMA MIA,ABBA,5ztQHTm1YQqcTkQmgDEU4n,0.748,0.771,2,-7.01,0.0318,0.28,0.000333,0.466,0.793,137.543,215110,4,31/01/76,1970,2,TRUE
FOREVER_AND_EVER__SLIK,FOREVER AND EVER,SLIK,0qVQIuDkWz6lNCqMQC0b2W,0.277,0.645,5,-9.003,0.0522,0.567,0.147,0.498,0.181,137.034,219653,4,14/02/76,1970,1,TRUE
DECEMBER_'63_(OH_WHAT_A_NIGHT)__FOUR_SEASONS,DECEMBER '63 (OH WHAT A NIGHT),FOUR SEASONS,7m1kPyJtA0NPFej2NwDDew,0.696,0.645,1,-10.498,0.0309,0.0105,0.376,0.0405,0.928,104.464,210364,4,21/02/76,1970,2,TRUE
I_LOVE_TO_LOVE_(BUT_MY_BABY_LOVES_TO_DANCE)__TINA_CHARLES,I LOVE TO LOVE (BUT MY BABY LOVES TO DANCE),TINA CHARLES,51tLuq7szffePQka877QiN,0.666,0.623,4,-10.662,0.0327,0.00413,0.00046,0.0443,0.854,100.003,186133,4,06/03/76,1970,3,TRUE
SAVE_YOUR_KISSES_FOR_ME__BROTHERHOOD_OF_MAN,SAVE YOUR KISSES FOR ME,BROTHERHOOD OF MAN,7L4MXuj6RQqfedzWhEFrle,0.546,0.628,7,-8.847,0.0882,0.109,0,0.101,0.812,184.864,182080,4,27/03/76,1970,6,TRUE
FERNANDO__ABBA,FERNANDO,ABBA,18DfvGCMjtxuI8YaX2WjCC,0.343,0.602,9,-7.224,0.0307,0.455,0,0.0977,0.402,110.659,252760,4,08/05/76,1970,4,TRUE
NO_CHARGE__J.J._BARRIE,NO CHARGE,J.J. BARRIE,6X1kXWeproFEgkn5DphZ63,0.586,0.403,7,-14.536,0.0279,0.191,0.861,0.331,0.432,109.992,216827,3,05/06/76,1970,1,TRUE
COMBINE_HARVESTER_(BRAND_NEW_KEY)__WURZELS,COMBINE HARVESTER (BRAND NEW KEY),WURZELS,75Fa9m2rjCG6n6xwerdFbH,0.8,0.732,3,-9.14,0.0457,0.271,0,0.0829,0.968,96.777,183267,4,12/06/76,1970,2,TRUE
YOU_TO_ME_ARE_EVERYTHING__REAL_THING,YOU TO ME ARE EVERYTHING,REAL THING,0klZpFX0a84jdkqzPNrLQs,0.643,0.909,11,-8.467,0.0958,0.233,0,0.081,0.822,102.203,209733,4,26/06/76,1970,3,TRUE
THE_ROUSSOS_PHENOMENON_EP__DEMIS_ROUSSOS,FOREVER AND EVER,DEMIS ROUSSOS,5gL16UuEX7h6LdBtQVBgDl,0.387,0.435,3,-13.509,0.0342,0.229,0,0.173,0.726,117.438,217667,4,17/07/76,1970,1,TRUE
DON'T_GO_BREAKING_MY_HEART__ELTON_JOHN_&_KIKI_DEE,DON'T GO BREAKING MY HEART,ELTON JOHN & KIKI DEE,7Fgp53cAUg2BX9TYKJJ4Rz,0.671,0.605,5,-9.227,0.029,0.0503,0.877,0.0509,0.598,127.994,268013,4,24/07/76,1970,6,TRUE
DANCING_QUEEN__ABBA,DANCING QUEEN,ABBA,01iyCAUm8EvOFqVWYJ3dVX,0.543,0.87,9,-6.514,0.0428,0.358,0.000939,0.792,0.746,100.804,230400,4,04/09/76,1970,6,TRUE
MISSISSIPPI__PUSSYCAT,MISSISSIPPI,PUSSYCAT,5XLiZVn2EMJ1212SzbJBwJ,0.612,0.718,10,-9.284,0.0345,0.208,0.000618,0.162,0.651,123.324,277733,4,16/10/76,1970,4,TRUE
IF_YOU_LEAVE_ME_NOW__CHICAGO,IF YOU LEAVE ME NOW,CHICAGO,0KMGxYKeUzK9wc5DZCt3HT,0.429,0.564,11,-6.784,0.0268,0.0193,0.000828,0.128,0.268,104.212,235373,4,13/11/76,1970,3,TRUE
UNDER_THE_MOON_OF_LOVE__SHOWADDYWADDY,UNDER THE MOON OF LOVE,SHOWADDYWADDY,1aRrtgXk4SLrhSmoyaNhbQ,0.518,0.869,0,-3.466,0.114,0.405,0.0000165,0.275,0.811,149.132,192160,4,04/12/76,1970,3,TRUE
WHEN_A_CHILD_IS_BORN_(SOLEADO)__JOHNNY_MATHIS,WHEN A CHILD IS BORN (SOLEADO),JOHNNY MATHIS,6qPI3aH7jpx8dQ6UwQ2dX4,0.276,0.351,8,-11.563,0.0317,0.754,0.00054,0.0992,0.133,127.875,236080,4,25/12/76,1970,3,TRUE
DON'T_GIVE_UP_ON_US__DAVID_SOUL,DON'T GIVE UP ON US,DAVID SOUL,23IWhAK0cYRwnBT5EE8i3u,0.256,0.335,9,-13.588,0.0313,0.74,0.0166,0.0857,0.434,198.745,218947,4,15/01/77,1970,4,TRUE
DON'T_CRY_FOR_ME_ARGENTINA__JULIE_COVINGTON,DON'T CRY FOR ME ARGENTINA,JULIE COVINGTON,4FixaPTOnRWWEfA1BDk00n,0.326,0.108,1,-14.766,0.0353,0.875,0.0000424,0.107,0.149,108.552,328360,3,12/02/77,1970,1,TRUE
WHEN_I_NEED_YOU__LEO_SAYER,WHEN I NEED YOU,LEO SAYER,2EmS1b64xEjUdvDcLE1AuX,0.618,0.348,8,-8.164,0.0308,0.334,0.0000284,0.156,0.106,109.675,252773,3,19/02/77,1970,3,TRUE
CHANSON_D'AMOUR__MANHATTAN_TRANSFER,CHANSON D'AMOUR,MANHATTAN TRANSFER,4QxQSsPRUqUkJSZZKIXhGi,0.452,0.543,10,-9.202,0.0256,0.0831,0.00000601,0.202,0.547,98.62,174267,4,12/03/77,1970,3,TRUE
KNOWING_ME_KNOWING_YOU__ABBA,KNOWING ME KNOWING YOU,ABBA,6lKHJ5df6jPEZjSntVw6zP,0.512,0.825,2,-5.076,0.0342,0.0164,0.0000107,0.201,0.863,106.922,241813,4,02/04/77,1970,5,TRUE
FREE__DENIECE_WILLIAMS,FREE,DENIECE WILLIAMS,7Kwa03KjnP6UtKJLQorNmM,0.393,0.197,6,-18.699,0.0431,0.681,0.00391,0.0458,0.517,175.232,358440,4,07/05/77,1970,2,TRUE
I_DON'T_WANT_TO_TALK_ABOUT_IT/FIRST_CUT_IS_THE_DEEPEST__ROD_STEWART,I DON'T WANT TO TALK ABOUT IT,ROD STEWART,2JWKzkQbYsNzx019WyGzaH,0.472,0.373,3,-12.98,0.0262,0.872,0.206,0.147,0.481,135.193,288267,4,21/05/77,1970,4,TRUE
LUCILLE__KENNY_ROGERS,LUCILLE,KENNY ROGERS,7aKFdRqZ0MGolcpIVZ6okJ,0.646,0.359,5,-11.943,0.0312,0.698,0,0.177,0.367,142.453,220107,3,18/06/77,1970,1,TRUE
SHOW_YOU_THE_WAY_TO_GO__JACKSONS,SHOW YOU THE WAY TO GO,JACKSONS,3gGy2V4n2vELDCyuioZLYh,0.663,0.615,2,-10.78,0.0323,0.374,0.0266,0.642,0.661,109.442,327747,4,25/06/77,1970,1,TRUE
SO_YOU_WIN_AGAIN__HOT_CHOCOLATE,SO YOU WIN AGAIN,HOT CHOCOLATE,1tMi57U5Nkk6qRZSNwbzQr,0.706,0.538,9,-9.188,0.0406,0.527,0.143,0.388,0.807,104.899,271427,4,02/07/77,1970,3,TRUE
I_FEEL_LOVE__DONNA_SUMMER,I FEEL LOVE,DONNA SUMMER,6efRrfjV1YW1rtecLUHoP1,0.69,0.675,0,-16.247,0.0433,0.0127,0.648,0.0987,0.937,128.1,493600,4,23/07/77,1970,4,TRUE
ANGELO__BROTHERHOOD_OF_MAN,ANGELO,BROTHERHOOD OF MAN,2qMh9gjamA4AldZ6g3LEA3,0.616,0.591,0,-10.046,0.0259,0.13,0,0.0788,0.618,109.974,183720,4,20/08/77,1970,1,TRUE
FLOAT_ON__FLOATERS,FLOAT ON,FLOATERS,0i38ukkDaXt4bCP0osIbz0,0.609,0.665,7,-9.866,0.0312,0.285,0.00000159,0.0519,0.86,96.98,250120,4,27/08/77,1970,1,TRUE
WAY_DOWN__ELVIS_PRESLEY,WAY DOWN,ELVIS PRESLEY,1Ya87xcJInskhE5joOq9tP,0.462,0.87,0,-6.554,0.076,0.501,0.000174,0.28,0.517,148.312,157333,4,03/09/77,1970,5,TRUE
SILVER_LADY__DAVID_SOUL,SILVER LADY,DAVID SOUL,0aOkjSqYLGDljwtUNvAnoS,0.715,0.494,11,-12.807,0.0294,0.36,0.0000922,0.0736,0.774,111.268,224427,4,08/10/77,1970,3,TRUE
YES_SIR_I_CAN_BOOGIE__BACCARA,YES SIR I CAN BOOGIE,BACCARA,5wQVLZ01qf2B63Sz9cAAKu,0.468,0.813,2,-6.111,0.0858,0.0816,0.00000388,0.0926,0.544,122.79,274187,4,29/10/77,1970,1,TRUE
THE_NAME_OF_THE_GAME__ABBA,THE NAME OF THE GAME,ABBA,4MD2SWeKfSBMDzrUaK22KS,0.663,0.561,9,-8.644,0.0313,0.364,0.000146,0.0603,0.634,77.056,291867,4,05/11/77,1970,4,TRUE
MULL_OF_KINTYRE/GIRLS'_SCHOOL__WINGS,MULL OF KINTYRE,WINGS,2eYjEQFSl43STOZZe86QgB,0.328,0.337,2,-12.312,0.0269,0.000301,0,0.0988,0.394,90.425,285640,3,03/12/77,1970,9,TRUE
UP_TOWN_TOP_RANKING__ALTHIA_&_DONNA,UP TOWN TOP RANKING,ALTHEA AND DONNA,6SHLTNWhkC8YWChdJLjuvS,0.874,0.474,7,-8.868,0.186,0.396,0,0.0848,0.946,80.558,236667,4,04/02/78,1970,1,TRUE
FIGARO__BROTHERHOOD_OF_MAN,FIGARO,BROTHERHOOD OF MAN,79uVpThXN2yCMpD1OFH21C,0.797,0.644,1,-7.599,0.0341,0.0204,0.000141,0.105,0.851,129.661,175080,4,11/02/78,1970,1,TRUE
TAKE_A_CHANCE_ON_ME__ABBA,TAKE A CHANCE ON ME,ABBA,4bykJp7dORR4GoLCZiQbU0,0.687,0.68,11,-7.976,0.0256,0.182,0,0.274,0.926,107.041,243933,4,18/02/78,1970,3,TRUE
WUTHERING_HEIGHTS__KATE_BUSH,WUTHERING HEIGHTS,KATE BUSH,5YSI1311X8t31PBjkBG4CZ,0.58,0.429,1,-10.007,0.0329,0.18,0.00106,0.128,0.492,123.789,205573,4,11/03/78,1970,4,TRUE
MATCHSTALK_MEN_AND_MATCHSTALK_CATS_AND_DOGS__BRIAN_&_MICHAEL,MATCHSTALK MEN AND MATCHSTALK CATS AND DOGS,BRIAN & MICHAEL,0m1BtR8vEADfrfifsJuIly,0.577,0.44,7,-9.371,0.0386,0.588,0,0.475,0.622,77.518,266773,4,08/04/78,1970,3,TRUE
NIGHT_FEVER__BEE_GEES,NIGHT FEVER,BEE GEES,13YTcBieAYs2ajFXRJ3aX0,0.723,0.777,1,-7.019,0.0257,0.0195,0.00208,0.0982,0.851,109.131,212800,4,29/04/78,1970,2,TRUE
RIVERS_OF_BABYLON/BROWN_GIRL_IN_THE_RING__BONEY_M,RIVERS OF BABYLON,BONEY M,78His8pbKjbDQF7aX5asgv,0.729,0.851,7,-7.033,0.0362,0.13,0.000912,0.443,0.747,115.118,261267,4,13/05/78,1970,5,TRUE
YOU'RE_THE_ONE_THAT_I_WANT__JOHN_TRAVOLTA_&_OLIVIA_NEWTON-JOHN,YOU'RE THE ONE THAT I WANT,JOHN TRAVOLTA & OLIVIA NEWTON-JOHN,3DUUTPoNW0GTrTzaVfRrIp,0.623,0.321,0,-16.959,0.0384,0.498,0.0765,0.129,0.971,205.733,195227,4,17/06/78,1970,9,TRUE
THREE_TIMES_A_LADY__COMMODORES,THREE TIMES A LADY,COMMODORES,4kaBnHk9bo1x9NlxU4Q2hG,0.35,0.0989,8,-20.039,0.0307,0.853,0.0027,0.165,0.205,153.607,216400,3,19/08/78,1970,5,TRUE
DREADLOCK_HOLIDAY__10_C.C.,DREADLOCK HOLIDAY,10CC,5SI6jYhKUWm1qnaheTm4Zw,0.837,0.38,7,-13.341,0.064,0.541,0.00789,0.198,0.889,104.995,267947,4,23/09/78,1970,1,TRUE
SUMMER_NIGHTS__JOHN_TRAVOLTA_&_OLIVIA_NEWTON-JOHN,SUMMER NIGHTS,JOHN TRAVOLTA & OLIVIA NEWTON-JOHN,0sHLKuzwSEIE8Pu5H4iFi9,0.797,0.523,2,-10.956,0.0823,0.196,0.00666,0.0769,0.496,124.962,217130,4,30/09/78,1970,7,TRUE
RAT_TRAP__BOOMTOWN_RATS,RAT TRAP,BOOMTOWN RATS,7e5gTZeEefXjDJSHnKhXLf,0.499,0.874,4,-4.811,0.172,0.386,0.00000385,0.652,0.621,141.369,310773,4,18/11/78,1970,2,TRUE
DA_YA_THINK_I'M_SEXY__ROD_STEWART,DA YA THINK I'M SEXY,ROD STEWART,4z7maGZkAonDlXlwo8q69f,0.715,0.689,2,-8.065,0.029,0.0143,0.000192,0.111,0.848,111.504,331333,4,02/12/78,1970,1,TRUE
MARY'S_BOY_CHILD_-_OH_MY_LORD__BONEY_M,MARY'S BOY CHILD - OH MY LORD,BONEY M,3QIH8mWChR4mY2kABc4yzA,0.774,0.72,0,-9.589,0.0396,0.244,0,0.33,0.943,112.553,243880,4,09/12/78,1970,4,TRUE
HIT_ME_WITH_YOUR_RHYTHM_STICK__IAN_DURY_&_THE_BLOCKHEADS,HIT ME WITH YOUR RHYTHM STICK,IAN DURY & THE BLOCKHEADS,02raXttNNCO5un4APhbtp9,0.715,0.781,5,-10.197,0.0369,0.0575,0.000124,0.127,0.897,104.312,225440,4,27/01/79,1970,1,TRUE
HEART_OF_GLASS__BLONDIE,HEART OF GLASS,BLONDIE,0a4agFmqHXxcZl1nho1BxM,0.694,0.577,4,-14.63,0.0308,0.015,0.00836,0.0853,0.847,114.478,275733,4,02/03/79,1970,4,TRUE
TRAGEDY__BEE_GEES,TRAGEDY,BEE GEES,04waBn6uK4Af8udH2KqQri,0.669,0.54,2,-10.713,0.0278,0.0912,0.0107,0.319,0.791,117.977,303333,4,03/03/79,1970,2,TRUE
I_WILL_SURVIVE__GLORIA_GAYNOR,I WILL SURVIVE,GLORIA GAYNOR,6b8IKVufOkAawvQVguQxmo,0.773,0.641,0,-10.375,0.0421,0.0154,0.00104,0.302,0.654,116.287,197573,4,17/03/79,1970,4,TRUE
BRIGHT_EYES__ART_GARFUNKEL,BRIGHT EYES,ART GARFUNKEL,1RXM7Awgwz553cosE3vJsu,0.338,0.182,7,-18.138,0.0332,0.745,0.217,0.0873,0.163,113.286,235560,4,14/04/79,1970,6,TRUE
SUNDAY_GIRL__BLONDIE,SUNDAY GIRL,BLONDIE,23yv078f5kc08Kj6DMpO0t,0.641,0.531,9,-13.691,0.0496,0.0256,0.000248,0.178,0.849,145.886,185067,4,26/05/79,1970,3,TRUE
Y.M.C.A.__VILLAGE_PEOPLE,Y.M.C.A.,VILLAGE PEOPLE,54OR1VDpfkBuOY5zZjhZAY,0.723,0.969,6,-4.516,0.142,0.0643,0,0.115,0.716,126.653,286800,4,01/06/79,1970,3,TRUE
RING_MY_BELL__ANITA_WARD,RING MY BELL,ANITA WARD,5XHnhjqYz8wqsZO09vudiA,0.773,0.617,5,-12.933,0.0356,0.0833,0.000952,0.0653,0.975,125.06,230880,4,16/06/79,1970,2,TRUE
ARE_'FRIENDS'_ELECTRIC?__TUBEWAY_ARMY,ARE 'FRIENDS' ELECTRIC?,TUBEWAY ARMY,6Y0gqGszwuiaa10jYPyYRV,0.423,0.743,5,-9.797,0.0379,0.0304,0.161,0.204,0.408,93.897,325200,4,30/06/79,1970,4,TRUE
I_DON'T_LIKE_MONDAYS__BOOMTOWN_RATS,I DON'T LIKE MONDAYS,BOOMTOWN RATS,78lJEojkdaVbQRkFOTNMKG,0.464,0.46,11,-6.874,0.0393,0.717,0,0.151,0.472,143.603,259093,4,28/07/79,1970,4,TRUE
WE_DON'T_TALK_ANYMORE__CLIFF_RICHARD,WE DON'T TALK ANYMORE,CLIFF RICHARD,3Ug96zKa29P3vICEEcYajZ,0.741,0.698,0,-7.73,0.0292,0.00102,0.00729,0.0599,0.728,111.572,258053,4,25/08/79,1970,4,TRUE
CARS__GARY_NUMAN,CARS,GARY NUMAN,6HZ67VImxqr8aMBEEhblzf,0.542,0.578,2,-8.755,0.0404,0.00967,0.0000597,0.0674,0.824,128,238907,4,22/09/79,1970,1,TRUE
MESSAGE_IN_A_BOTTLE__POLICE,MESSAGE IN A BOTTLE,POLICE,3bN4tg6rnNPy9GCkGhym4T,0.577,0.808,1,-7.04,0.039,0.0338,0.0000133,0.221,0.866,151.008,290280,4,29/09/79,1970,3,TRUE
VIDEO_KILLED_THE_RADIO_STAR__BUGGLES,VIDEO KILLED THE RADIO STAR,BUGGLES,7o7E1nrHWncYY7PY94gCiX,0.684,0.67,1,-11.574,0.0683,0.108,0.0066,0.168,0.289,131.167,253733,4,20/10/79,1970,1,TRUE
ONE_DAY_AT_A_TIME__LENA_MARTELL,ONE DAY AT A TIME,LENA MARTELL,3MC7O31Yxw1GcEQA9OKPp1,0.428,0.318,8,-11.168,0.0309,0.335,0.00000312,0.207,0.482,147.596,194333,3,27/10/79,1970,3,TRUE
WHEN_YOU'RE_IN_LOVE_WITH_A_BEAUTIFUL_WOMAN__DR_HOOK,WHEN YOU'RE IN LOVE WITH A BEAUTIFUL WOMAN,DR HOOK,1UiKUFbCfgbVjwY8W657Pv,0.679,0.728,8,-9.539,0.0378,0.405,0.00261,0.0506,0.844,109.623,178827,4,17/11/79,1970,3,TRUE
WALKING_ON_THE_MOON__POLICE,WALKING ON THE MOON,POLICE,4Xgr8IWwGSGyqLjwiwOxqk,0.514,0.34,0,-12.779,0.0537,0.00142,0.0173,0.213,0.267,145.992,300827,4,08/12/79,1970,1,TRUE
ANOTHER_BRICK_IN_THE_WALL_(PART_2)__PINK_FLOYD,ANOTHER BRICK IN THE WALL (PART 2),PINK FLOYD,2G628O5BT230zwpipWql7l,0.638,0.547,0,-12.563,0.0354,0.0486,0.105,0.99,0.35,101.996,427333,4,15/12/79,1970,5,TRUE
BRASS_IN_POCKET__PRETENDERS,BRASS IN POCKET,PRETENDERS,2hvOsGJc6qll4WzW8Ljqc3,0.751,0.703,9,-5.687,0.0287,0.368,0.00123,0.196,0.887,97.931,185960,4,19/01/80,1980,2,TRUE
THE_SPECIAL_A.K.A._LIVE!_EP__THE_SPECIAL_AKA,THE SPECIAL A.K.A. LIVE! EP,THE SPECIAL AKA,3A3QHUDVgGhYvpyzwMOdfS,0.484,0.915,0,-7.137,0.0619,0.0833,0.000695,0.434,0.969,171.876,112973,4,02/02/80,1980,2,TRUE
COWARD_OF_THE_COUNTY__KENNY_ROGERS,COWARD OF THE COUNTY,KENNY ROGERS,16WtiQMxCjXlQc0hlbJbIQ,0.603,0.459,7,-12.699,0.0361,0.184,0.00000336,0.221,0.74,90.725,262400,4,16/02/80,1980,2,TRUE
ATOMIC__BLONDIE,ATOMIC,BLONDIE,4qO03RMQm88DdpTJcxlglY,0.56,0.825,2,-6.711,0.0347,0.000785,0.00246,0.0892,0.755,142.669,212600,4,01/03/80,1980,2,TRUE
TOGETHER_WE_ARE_BEAUTIFUL__FERN_KINNEY,TOGETHER WE ARE BEAUTIFUL,FERN KINNEY,0cwSMKcMnblnIhPBY3OPet,0.757,0.66,10,-9.338,0.0351,0.427,0.0000246,0.454,0.791,110.406,257307,4,15/03/80,1980,1,TRUE
GOING_UNDERGROUND/DREAMS_OF_CHILDREN__JAM,GOING UNDERGROUND,JAM,2rs0JKFm7CjovNlfYI62cv,0.319,0.836,11,-6.706,0.113,0.00364,0.0000184,0.1,0.928,180.56,174507,4,22/03/80,1980,3,TRUE
WORKING_MY_WAY_BACK_TO_YOU_-_FORGIVE_ME_GIRL_(MEDLEY)__DETROIT_SPINNERS,WORKING MY WAY BACK TO YOU - FORGIVE ME GIRL (MEDLEY),SPINNERS,5OU4PqYhwypDsiviprGhSy,0.84,0.777,9,-6.399,0.0451,0.469,0.00000358,0.216,0.92,121.633,243200,4,12/04/80,1980,2,TRUE
CALL_ME__BLONDIE,CALL ME,BLONDIE,4qO03RMQm88DdpTJcxlglY,0.56,0.825,2,-6.711,0.0347,0.000785,0.00246,0.0892,0.755,142.669,212600,4,26/04/80,1980,1,TRUE
GENO__DEXY'S_MIDNIGHT_RUNNERS,GENO,DEXY'S MIDNIGHT RUNNERS,1IFc7N5xHuC2U80ndl3TB0,0.455,0.46,6,-9.269,0.0327,0.422,0.175,0.296,0.78,125.2,210855,4,03/05/80,1980,2,TRUE
WHAT'S_ANOTHER_YEAR__JOHNNY_LOGAN,WHAT'S ANOTHER YEAR,JOHNNY LOGAN,51hipIpHYmj2Qh2tyQ32h6,0.45,0.28,9,-13.723,0.028,0.298,0.000022,0.142,0.191,89.807,188667,4,17/05/80,1980,2,TRUE
THEME_FROM_M*A*S*H_(SUICIDE_IS_PAINLESS)__MASH,SUICIDE IS PAINLESS,MASH,6WcSx88BaYwHtT6izZSDRL,0.571,0.368,11,-11.869,0.0423,0.724,0,0.108,0.381,116.138,171667,4,31/05/80,1980,3,TRUE
CRYING__DON_MCLEAN,CRYING,DON MCLEAN,3oL9W9aHlMfCyd1dEBh87L,0.313,0.398,5,-10.889,0.0285,0.596,0.0000348,0.0519,0.228,145.973,222693,4,21/06/80,1980,3,TRUE
XANADU__OLIVIA_NEWTON-JOHN_&_ELECTRIC_LIGHT_ORCHESTRA,XANADU,OLIVIA NEWTON-JOHN,0cXFXgFns7sIMmTpqyGRmD,0.635,0.584,6,-9.112,0.0296,0.118,0,0.29,0.686,127.626,208240,4,12/07/80,1980,2,TRUE
USE_IT_UP_AND_WEAR_IT_OUT__ODYSSEY,USE IT UP AND WEAR IT OUT,ODYSSEY,5lm46pyP9yPmoAJnHjgXuW,0.814,0.612,7,-13.842,0.0852,0.0931,0.0149,0.0571,0.694,127.371,184747,4,26/07/80,1980,2,TRUE
THE_WINNER_TAKES_IT_ALL__ABBA,THE WINNER TAKES IT ALL,ABBA,5kBZR12AntJUTo9UeAsKqP,0.458,0.794,6,-6.751,0.0376,0.541,0.00105,0.101,0.492,126.951,294720,4,09/08/80,1980,2,TRUE
ASHES_TO_ASHES__DAVID_BOWIE,ASHES TO ASHES,DAVID BOWIE,1JHUxxd77M4ViaqJZfBdl0,0.702,0.789,10,-10.208,0.0469,0.111,0.0000136,0.273,0.84,120.781,264293,4,23/08/80,1980,2,TRUE
START__JAM,START,JAM,5C8TU0Ke2gnuVgLqRWKa1a,0.632,0.351,0,-8.896,0.0503,0.00691,0.0000638,0.108,0.907,139.339,149867,4,06/09/80,1980,1,TRUE
FEELS_LIKE_I'M_IN_LOVE__KELLY_MARIE,FEELS LIKE I'M IN LOVE,KELLY MARIE,3Swc1delyFn1fwPDkInUhC,0.716,0.758,0,-9.395,0.0271,0.0569,0.00515,0.353,0.847,120.774,256667,4,13/09/80,1980,2,TRUE
DON'T_STAND_SO_CLOSE_TO_ME__POLICE,DON'T STAND SO CLOSE TO ME,POLICE,11D6qKfTcfrSnZyuw3D6ud,0.799,0.506,2,-9.414,0.0606,0.0453,0.00107,0.037,0.543,140.309,242138,4,27/09/80,1980,4,TRUE
WOMAN_IN_LOVE__BARBRA_STREISAND,WOMAN IN LOVE,BARBRA STREISAND,2m5xo4HEFHgOQpqqrxCS5u,0.484,0.469,3,-7.35,0.0257,0.489,0.0000958,0.291,0.298,169.678,231227,4,25/10/80,1980,3,TRUE
THE_TIDE_IS_HIGH__BLONDIE,THE TIDE IS HIGH,BLONDIE,52Rp3xBJFYYdmpgzDy0Quf,0.779,0.676,11,-7.258,0.0259,0.0417,0.0329,0.125,0.962,96.961,232733,4,15/11/80,1980,2,TRUE
SUPER_TROUPER__ABBA,SUPER TROUPER,ABBA,7AMnWNkwYPxaVDgkwmEEKj,0.767,0.632,0,-8.288,0.028,0.436,0.00000749,0.2,0.954,118.35,254613,4,29/11/80,1980,3,TRUE
(JUST_LIKE)_STARTING_OVER__JOHN_LENNON,(JUST LIKE) STARTING OVER,JOHN LENNON,5y0YreEOnQiKFAnCrcFIXz,0.701,0.79,9,-6.16,0.0725,0.301,0.0000606,0.179,0.402,99.104,236547,4,20/12/80,1980,1,TRUE
THERE'S_NO_ONE_QUITE_LIKE_GRANDMA__ST_WINIFRED'S_SCHOOL_CHOIR,THERE'S NO ONE QUITE LIKE GRANDMA,ST WINIFRED'S SCHOOL CHOIR,0UNY0K1lV0zALMFwv1mp3f,0.528,0.271,3,-12.762,0.0299,0.674,0,0.19,0.49,136.08,182213,4,27/12/80,1980,2,TRUE
IMAGINE__JOHN_LENNON,IMAGINE,JOHN LENNON,7pKfPomDEeI4TPT6EOYjn9,0.547,0.257,0,-12.358,0.0252,0.907,0.183,0.0935,0.174,75.752,187867,4,10/01/81,1980,4,TRUE
WOMAN__JOHN_LENNON,WOMAN,JOHN LENNON,0GGxVTb0UwDwdaKNjBdCn3,0.588,0.656,3,-6.373,0.0224,0.378,0.00227,0.042,0.741,79.701,212933,4,07/02/81,1980,2,TRUE
SHADDAP_YOU_FACE__JOE_DOLCE_MUSIC_THEATRE,SHADDAP YOU FACE,JOE DOLCE MUSIC THEATRE,75pOJywBC8n1xgbijx2yFp,0.803,0.299,4,-13.898,0.0323,0.861,0.0425,0.105,0.704,121.717,191547,4,21/02/81,1980,3,TRUE
JEALOUS_GUY__ROXY_MUSIC,JEALOUS GUY,ROXY MUSIC,5vrKEX1dsW34A2gQW80WBn,0.499,0.561,4,-9.819,0.026,0.0325,0.000233,0.293,0.473,77.698,292989,4,14/03/81,1980,2,TRUE
THIS_OLE_HOUSE__SHAKIN'_STEVENS,THIS OLE HOUSE,SHAKIN' STEVENS,6A7Y3xy2JbIsdW5rM4Yn8M,0.5,0.965,10,-2.946,0.112,0.053,0,0.34,0.963,192.827,185867,4,28/03/81,1980,3,TRUE
MAKING_YOUR_MIND_UP__BUCKS_FIZZ,MAKING YOUR MIND UP,BUCKS FIZZ,0Azn2vpP3Sbs8qAG8e1KUc,0.64,0.834,2,-9.413,0.0534,0.278,0,0.0459,0.97,173.565,158440,4,18/04/81,1980,3,TRUE
STAND_AND_DELIVER__ADAM_&_THE_ANTS,STAND AND DELIVER,ADAM & THE ANTS,6DQS8amArw8bbTCLd5pvbq,0.534,0.94,9,-6.441,0.126,0.0104,0,0.808,0.427,142.45,213640,4,09/05/81,1980,5,TRUE
